Site_id	Ip_counts	Input_counts	m6a_ratio	Sample_group_id	Beta_level
ENSG00000006194_exon_8_730_chr16_+_3340121_3340272	1279;852;1199;1112;985;863	109;134;162;120;135;225	6.493;5.07;5.847;6.062;5.203;3.252	1;1;1;2;2;2	0.056;0.944
ENSG00000006194_exon_8_774_chr16_+_3340165_3340316	1304;868;1208;1132;993;868	108;134;159;120;135;225	6.68;5.167;6.01;6.17;5.248;3.273	1;1;1;2;2;2	0.822;0.178
ENSG00000006194_exon_8_815_chr16_+_3340206_3340357	2206;1405;2026;1958;1632;1449	138;213;215;142;120;227	8.841;5.293;7.473;9.044;9.749;5.41	1;1;1;2;2;2	0.866;0.134
ENSG00000006194_exon_8_825_chr16_+_3340216_3340367	2043;1318;1904;1889;1552;1364	131;177;228;124;94;178	8.657;5.973;6.626;9.973;11.787;6.488	1;1;1;2;2;2	0.085;0.915
ENSG00000006194_exon_8_842_chr16_+_3340233_3340384	1991;1289;1869;1845;1500;1327	109;163;173;104;77;162	10.11;6.32;8.553;11.685;13.843;6.931	1;1;1;2;2;2	0.085;0.915
ENSG00000006194_exon_8_871_chr16_+_3340262_3340413	2026;1331;1933;1908;1559;1351	109;179;173;126;87;163	10.289;5.965;8.843;9.915;12.768;7.009	1;1;1;2;2;2	0.608;0.392
ENSG00000006194_exon_8_926_chr16_+_3340317_3340468	1417;930;1304;1296;1083;930	77;123;78;70;60;77	10.177;6.041;13.242;12.14;12.946;10.178	1;1;1;2;2;2	0.443;0.557
ENSG00000006194_exon_8_952_chr16_+_3340343_3340494	1437;940;1315;1305;1095;944	77;123;78;70;60;80	10.32;6.11;13.356;12.228;13.082;9.925	1;1;1;2;2;2	0.236;0.764
ENSG00000006327_exon_4_386_chr16_+_3072156_3072307	384;205;258;118;201;115	122;85;191;38;49;38	1.741;1.926;1.069;2.021;2.936;2.556	1;1;1;2;2;2	0.961;0.039
ENSG00000006327_exon_4_397_chr16_+_3072167_3072318	357;193;234;107;187;110	106;84;183;36;49;38	1.865;1.839;1.017;1.924;2.729;2.451	1;1;1;2;2;2	0.435;0.565
ENSG00000006377_exon_2_1148_chr7_+_96636951_96637102	133;106;92;97;109;106	59;50;51;33;70;39	1.249;1.7;1.434;1.911;1.11;2.304	1;1;1;2;2;2	0.618;0.382
ENSG00000006432_exon_1_7697_chr14_-_71196938_71197089	614;544;685;760;580;552	20;34;42;19;20;21	16.439;12.492;12.707;25.299;20.148;22.062	1;1;1;2;2;2	0.04;0.96
ENSG00000006432_exon_1_7750_chr14_-_71196991_71197142	769;709;870;1012;788;700	36;46;53;22;20;21	11.625;12.29;12.904;29.272;27.368;27.984	1;1;1;2;2;2	0.908;0.092
ENSG00000006432_exon_1_7834_chr14_-_71197075_71197226	465;433;523;649;489;385	39;37;54;28;23;22	6.52;9.38;7.608;14.897;14.873;14.654	1;1;1;2;2;2	0.905;0.095
ENSG00000006432_exon_1_7862_chr14_-_71197103_71197254	446;406;498;612;470;372	39;34;54;28;24;22	6.257;9.314;7.237;14.039;13.7;14.152	1;1;1;2;2;2	0.627;0.373
ENSG00000006432_exon_1_8133_chr14_-_71197374_71197525	298;267;309;313;241;232	57;72;71;23;56;91	2.879;2.98;3.421;8.698;3.083;2.158	1;1;1;2;2;2	0.013;0.987
ENSG00000006432_exon_1_8140_chr14_-_71197381_71197532	293;267;304;297;236;224	57;72;76;23;56;91	2.836;2.98;3.175;8.237;3.022;2.087	1;1;1;2;2;2	0.633;0.367
ENSG00000006432_exon_2_13_chr14_-_71199267_71199418	128;107;80;103;103;99	55;75;54;82;37;79	1.279;1.151;1.172;0.833;1.977;1.056	1;1;1;2;2;2	0.846;0.154
ENSG00000006432_exon_2_67_chr14_-_71199321_71199472	93;94;80;89;92;80	46;88;54;61;37;88	1.128;0.855;1.172;0.959;1.777;0.772	1;1;1;2;2;2	0.573;0.427
ENSG00000006432_exon_2_78_chr14_-_71199332_71199483	93;95;79;88;93;76	46;88;54;64;37;88	1.128;0.864;1.157;0.904;1.795;0.736	1;1;1;2;2;2	0.345;0.655
ENSG00000006451_exon_8_60_chr7_+_39745780_39745931	59;58;57;101;71;70	19;80;52;73;73;90	1.673;0.587;0.864;0.915;0.698;0.666	1;1;1;2;2;2	0.981;0.019
ENSG00000006453_exon_1_778_chr7_-_97921739_97921890	257;235;250;182;153;196	30;57;31;22;50;31	4.736;3.283;6.39;5.289;2.189;5.23	1;1;1;2;2;2	0.992;0.008
ENSG00000006459_exon_1_6165_chr7_-_139790709_139790860	408;343;322;616;294;542	28;25;25;45;22;41	8.022;10.716;9.959;8.911;9.318;11.121	1;1;1;2;2;2	0.87;0.13
ENSG00000006530_exon_6_21_chr7_+_141296381_141296532	217;164;156;118;129;115	46;22;61;28;83;61	2.615;5.833;2.03;2.717;1.111;1.587	1;1;1;2;2;2	0.91;0.09
ENSG00000006555_exon_6_359_chr1_-_55266627_55266778	184;114;153;115;104;88	43;33;37;24;59;29	2.361;2.706;3.242;3.069;1.263;2.532	1;1;1;2;2;2	0.199;0.801
ENSG00000006555_exon_6_398_chr1_-_55266666_55266817	122;65;119;90;75;63	40;33;21;22;27;27	1.679;1.546;4.425;2.615;1.969;1.944	1;1;1;2;2;2	0.114;0.886
ENSG00000006555_exon_6_437_chr1_-_55266705_55266856	135;71;128;98;78;69	40;33;25;22;27;30	1.861;1.683;3.971;2.855;2.043;1.925	1;1;1;2;2;2	0.782;0.218
ENSG00000006607_exon_19_593_chr2_+_242381310_242381461	196;129;139;119;91;118	21;68;79;67;51;24	5.034;1.512;1.4;1.169;1.285;4.099	1;1;1;2;2;2	0.977;0.023
ENSG00000006607_exon_19_623_chr2_+_242381340_242381491	202;140;146;126;94;123	22;68;79;67;50;25	4.96;1.635;1.472;1.24;1.351;4.117	1;1;1;2;2;2	0.724;0.276
ENSG00000006607_exon_19_659_chr2_+_242381376_242381527	243;182;192;161;128;146	25;94;79;83;50;25	5.3;1.55;1.932;1.275;1.838;4.871	1;1;1;2;2;2	0.021;0.979
ENSG00000006607_exon_19_686_chr2_+_242381403_242381554	228;178;204;168;127;148	25;87;64;75;24;25	4.987;1.633;2.521;1.473;3.721;4.934	1;1;1;2;2;2	0.725;0.275
ENSG00000006611_exon_1_125_chr11_-_17515565_17515716	174;157;180;104;119;118	149;104;127;74;82;92	0.646;1.207;1.125;0.931;1.034;1.092	1;1;1;2;2;2	0.054;0.946
ENSG00000006611_exon_1_47_chr11_-_17515487_17515638	260;234;225;146;150;151	152;134;106;101;59;92	0.948;1.398;1.688;0.956;1.826;1.387	1;1;1;2;2;2	0.073;0.927
ENSG00000006611_exon_1_58_chr11_-_17515498_17515649	260;235;227;147;150;151	152;134;106;104;59;92	0.948;1.403;1.704;0.935;1.826;1.387	1;1;1;2;2;2	0.032;0.968
ENSG00000006611_exon_1_71_chr11_-_17515511_17515662	247;224;219;139;143;145	150;134;105;102;74;92	0.911;1.335;1.659;0.899;1.378;1.335	1;1;1;2;2;2	0.871;0.129
ENSG00000006634_exon_12_80_chr7_+_87536581_87536732	266;203;174;401;176;313	39;86;37;44;33;84	3.732;1.885;3.695;5.929;3.79;3.17	1;1;1;2;2;2	0.797;0.203
ENSG00000006634_exon_12_89_chr7_+_87536590_87536741	267;206;176;409;176;318	39;86;37;44;33;84	3.748;1.912;3.739;6.052;3.79;3.218	1;1;1;2;2;2	0.058;0.942
ENSG00000006695_exon_3_48_chr17_+_13980098_13980249	163;121;138;156;110;132	54;43;50;77;25;37	1.66;2.251;2.189;1.338;3.101;3.017	1;1;1;2;2;2	0.681;0.319
ENSG00000006695_exon_3_7_chr17_+_13980057_13980208	140;84;88;98;94;84	41;36;23;65;26;45	1.877;1.887;2.991;0.995;2.552;1.579	1;1;1;2;2;2	0.67;0.33
ENSG00000006712_exon_1_213_chr19_-_39876703_39876854	851;629;700;785;684;612	46;72;34;42;85;92	10.235;7.011;16.215;12.153;5.735;5.627	1;1;1;2;2;2	0.601;0.399
ENSG00000006712_exon_1_225_chr19_-_39876715_39876866	856;631;704;787;688;614	46;72;34;42;85;92	10.288;7.033;16.309;12.185;5.766;5.644	1;1;1;2;2;2	0.734;0.266
ENSG00000006712_exon_1_245_chr19_-_39876735_39876886	1136;845;969;1006;923;806	88;122;68;109;91;116	7.12;5.537;11.227;6.028;7.239;5.91	1;1;1;2;2;2	0.993;0.007
ENSG00000006712_exon_1_252_chr19_-_39876742_39876893	1044;788;901;905;848;744	78;97;73;106;59;124	7.414;6.47;9.679;5.627;10.302;5.08	1;1;1;2;2;2	0.05;0.95
ENSG00000006712_exon_1_315_chr19_-_39876805_39876956	1185;1014;1149;1077;1056;972	159;110;122;116;123;222	4.13;7.392;7.471;6.075;6.158;3.717	1;1;1;2;2;2	0.265;0.735
ENSG00000006712_exon_1_372_chr19_-_39876862_39877013	1256;1452;1549;1466;1479;1305	216;145;198;153;182;320	3.218;8.031;6.206;6.292;5.826;3.466	1;1;1;2;2;2	0.088;0.912
ENSG00000006712_exon_1_390_chr19_-_39876880_39877031	1404;1670;1767;1644;1676;1468	244;160;297;204;198;311	3.194;8.346;4.712;5.308;6.048;4.003	1;1;1;2;2;2	0.733;0.267
ENSG00000006712_exon_1_536_chr19_-_39877026_39877177	1577;1892;1911;1776;1845;1560	283;190;315;272;159;352	3.086;7.975;4.819;4.296;8.299;3.767	1;1;1;2;2;2	0.806;0.194
ENSG00000006712_exon_1_545_chr19_-_39877035_39877186	1730;2081;2060;1885;1955;1688	283;231;370;282;232;366	3.386;7.211;4.414;4.4;6.038;3.92	1;1;1;2;2;2	0.566;0.434
ENSG00000006712_exon_1_69_chr19_-_39876559_39876710	455;260;342;352;281;265	23;110;46;36;68;54	10.719;1.901;5.91;6.333;2.934;4.156	1;1;1;2;2;2	0.545;0.455
ENSG00000006712_exon_1_75_chr19_-_39876565_39876716	466;266;354;356;300;274	23;110;46;45;68;53	10.98;1.943;6.104;5.154;3.131;4.39	1;1;1;2;2;2	0.044;0.956
ENSG00000006712_exon_10_103_chr19_-_39880627_39880778	498;420;404;416;401;443	90;225;222;128;195;167	3.056;1.497;1.44;2.132;1.479;2.258	1;1;1;2;2;2	0.095;0.905
ENSG00000006712_exon_10_112_chr19_-_39880636_39880787	504;429;406;422;410;453	90;225;228;131;206;167	3.096;1.528;1.413;2.11;1.424;2.306	1;1;1;2;2;2	0.403;0.597
ENSG00000006712_exon_10_55_chr19_-_39880579_39880730	146;132;127;158;125;120	27;48;31;44;34;38	2.983;2.203;3.26;2.335;2.619;2.682	1;1;1;2;2;2	0.057;0.943
ENSG00000006712_exon_10_87_chr19_-_39880611_39880762	480;411;394;406;388;422	90;213;178;123;191;160	2.947;1.548;1.753;2.162;1.46;2.233	1;1;1;2;2;2	0.809;0.191
ENSG00000006712_exon_9_109_chr19_-_39880227_39880378	150;122;125;90;114;105	58;53;110;43;64;91	1.427;1.833;0.903;1.367;1.283;0.982	1;1;1;2;2;2	0.689;0.311
ENSG00000006712_exon_9_73_chr19_-_39880191_39880342	108;83;85;51;83;82	56;37;94;35;58;60	1.062;1.814;0.722;0.96;1.028;1.151	1;1;1;2;2;2	0.948;0.052
ENSG00000006744_exon_1_108_chr17_-_12895814_12895965	968;615;753;753;705;558	84;73;90;101;65;155	6.338;6.754;6.645;4.913;7.789;3.058	1;1;1;2;2;2	0.658;0.342
ENSG00000006744_exon_1_12_chr17_-_12895718_12895869	587;362;440;424;428;368	45;46;28;65;44;51	7.209;6.287;12.102;4.273;6.937;6.128	1;1;1;2;2;2	0.048;0.952
ENSG00000006744_exon_1_165_chr17_-_12895871_12896022	744;450;565;607;513;407	59;58;90;75;57;153	6.959;6.161;4.988;5.312;6.452;2.263	1;1;1;2;2;2	0.203;0.797
ENSG00000006744_exon_1_67_chr17_-_12895773_12895924	1010;627;770;756;729;568	84;78;91;103;65;154	6.613;6.438;6.718;4.839;7.93;3.132	1;1;1;2;2;2	0.051;0.949
ENSG00000006756_exon_1_1001_chrX_-_2823010_2823161	111;126;138;92;86;80	51;49;63;27;32;84	1.194;2.048;1.743;2.197;1.9;0.812	1;1;1;2;2;2	0.966;0.034
ENSG00000006756_exon_1_1070_chrX_-_2823079_2823230	56;84;84;50;67;50	41;23;48;39;30;86	0.754;2.871;1.395;0.847;1.578;0.494	1;1;1;2;2;2	0.145;0.855
ENSG00000006756_exon_1_913_chrX_-_2822922_2823073	218;208;239;142;155;143	58;49;103;34;32;84	2.077;3.393;1.832;2.706;3.425;1.451	1;1;1;2;2;2	0.335;0.665
ENSG00000006831_exon_12_154_chr12_+_1895262_1895413	1145;924;1236;1466;1214;1089	79;76;136;77;88;92	8.03;9.735;7.218;12.504;9.831;10.005	1;1;1;2;2;2	0.753;0.247
ENSG00000006831_exon_12_160_chr12_+_1895268_1895419	1169;936;1252;1480;1219;1100	79;76;136;77;88;92	8.2;9.867;7.308;12.619;9.87;10.109	1;1;1;2;2;2	0.47;0.53
ENSG00000006831_exon_12_1841_chr12_+_1896949_1897100	97;69;80;87;91;90	38;44;56;48;39;47	1.396;1.257;1.127;1.185;1.671;1.609	1;1;1;2;2;2	0.914;0.086
ENSG00000006831_exon_12_1891_chr12_+_1896999_1897150	155;110;130;171;170;127	38;33;57;42;38;45	2.237;2.615;1.793;2.652;3.181;2.368	1;1;1;2;2;2	0.126;0.874
ENSG00000006831_exon_12_1903_chr12_+_1897011_1897162	173;123;161;185;186;140	29;32;46;70;57;48	3.294;3.002;2.779;1.733;2.341;2.443	1;1;1;2;2;2	0.918;0.082
ENSG00000006831_exon_12_1916_chr12_+_1897024_1897175	203;165;187;225;212;181	32;30;46;71;52;48	3.52;4.302;3.237;2.083;2.925;3.148	1;1;1;2;2;2	0.444;0.556
ENSG00000006831_exon_12_1932_chr12_+_1897040_1897191	284;208;231;291;280;230	36;34;47;104;70;55	4.303;4.79;3.902;1.843;2.843;3.539	1;1;1;2;2;2	0.342;0.658
ENSG00000006831_exon_12_1944_chr12_+_1897052_1897203	287;212;235;294;282;232	36;29;47;108;70;55	4.336;5.719;3.971;1.795;2.862;3.568	1;1;1;2;2;2	0.868;0.132
ENSG00000006831_exon_12_1982_chr12_+_1897090_1897241	310;233;268;325;292;262	65;49;57;105;69;57	2.611;3.799;3.684;2.041;2.999;3.883	1;1;1;2;2;2	0.51;0.49
ENSG00000006831_exon_12_1997_chr12_+_1897105_1897256	378;290;333;385;336;314	75;51;52;116;75;88	2.789;4.533;5.048;2.173;3.186;3.026	1;1;1;2;2;2	0.663;0.337
ENSG00000006831_exon_12_2047_chr12_+_1897155_1897306	384;292;330;391;340;312	69;59;33;149;79;81	3.059;3.933;7.905;1.726;3.063;3.242	1;1;1;2;2;2	0.799;0.201
ENSG00000006831_exon_12_208_chr12_+_1895316_1895467	1203;997;1277;1530;1262;1137	71;77;136;77;101;84	9.329;10.366;7.456;13.045;8.932;11.505	1;1;1;2;2;2	0.727;0.273
ENSG00000006831_exon_12_2181_chr12_+_1897289_1897440	180;128;157;168;141;130	58;46;64;102;26;85	1.71;2.218;1.941;1.087;3.828;1.301	1;1;1;2;2;2	0.71;0.29
ENSG00000006831_exon_12_2203_chr12_+_1897311_1897462	98;57;73;94;78;67	48;42;64;108;20;68	1.135;1.098;0.908;0.577;2.724;0.849	1;1;1;2;2;2	0.773;0.227
ENSG00000006831_exon_12_223_chr12_+_1895331_1895482	1201;999;1283;1543;1269;1140	73;72;136;77;101;90	9.073;11.128;7.492;13.16;8.979;10.72	1;1;1;2;2;2	0.777;0.223
ENSG00000006831_exon_12_277_chr12_+_1895385_1895536	1211;994;1301;1539;1237;1182	65;80;140;55;108;103	10.193;9.938;7.362;18.281;8.2;9.736	1;1;1;2;2;2	0.282;0.718
ENSG00000006831_exon_12_288_chr12_+_1895396_1895547	1079;874;1141;1375;1077;1029	51;61;136;55;102;101	11.554;11.357;6.658;16.33;7.547;8.654	1;1;1;2;2;2	0.646;0.354
ENSG00000006831_exon_12_332_chr12_+_1895440_1895591	634;455;589;737;630;569	27;48;56;33;80;56	12.874;7.552;8.249;14.414;5.605;8.582	1;1;1;2;2;2	0.345;0.655
ENSG00000006831_exon_12_87_chr12_+_1895195_1895346	245;182;261;272;278;220	63;46;23;71;31;68	2.155;3.168;8.801;2.515;6.331;2.758	1;1;1;2;2;2	0.995;0.005
ENSG00000006837_exon_1_345_chr5_-_133541648_133541799	460;442;447;348;341;521	158;309;297;236;246;348	1.615;1.147;1.192;0.969;0.995;1.273	1;1;1;2;2;2	0.89;0.11
ENSG00000007047_exon_19_565_chr19_+_45806195_45806346	263;131;208;215;206;202	18;45;43;21;67;27	7.773;2.337;3.763;6.504;2.177;6.208	1;1;1;2;2;2	0.526;0.474
ENSG00000007047_exon_19_644_chr19_+_45806274_45806425	293;141;223;238;225;217	35;44;42;21;57;27	4.553;2.565;4.141;7.195;2.828;6.672	1;1;1;2;2;2	0.496;0.504
ENSG00000007047_exon_19_661_chr19_+_45806291_45806442	302;157;238;257;236;231	48;47;52;27;72;26	3.495;2.675;3.612;6.122;2.328;7.392	1;1;1;2;2;2	0.957;0.043
ENSG00000007080_exon_3_121_chr19_+_18047179_18047330	1699;988;1098;1188;1197;1000	309;263;278;262;333;249	3.052;3.011;3.13;2.981;2.573;3.417	1;1;1;2;2;2	0.559;0.441
ENSG00000007080_exon_3_227_chr19_+_18047285_18047436	4536;3216;3600;3730;3823;2995	579;608;619;680;647;669	4.344;4.242;4.617;3.611;4.241;3.804	1;1;1;2;2;2	0.909;0.091
ENSG00000007080_exon_3_375_chr19_+_18047433_18047584	1498;1154;1312;1276;1348;1048	182;55;68;66;37;239	4.55;16.662;15.198;12.669;25.86;3.721	1;1;1;2;2;2	0.426;0.574
ENSG00000007080_exon_6_141_chr19_+_18054456_18054607	226;121;139;153;156;162	80;112;125;141;97;21	1.569;0.867;0.886;0.715;1.149;6.487	1;1;1;2;2;2	0.44;0.56
ENSG00000007080_exon_6_16_chr19_+_18054331_18054482	332;246;265;245;253;264	96;175;171;223;243;40	1.919;1.123;1.229;0.722;0.748;5.558	1;1;1;2;2;2	0.516;0.484
ENSG00000007080_exon_6_24_chr19_+_18054339_18054490	331;246;265;249;252;265	96;175;181;223;243;40	1.913;1.123;1.164;0.734;0.745;5.578	1;1;1;2;2;2	0.893;0.107
ENSG00000007080_exon_6_313_chr19_+_18054628_18054779	260;174;172;158;194;185	78;97;70;25;32;56	1.849;1.43;1.937;4.041;4.302;2.789	1;1;1;2;2;2	0.984;0.016
ENSG00000007080_exon_6_52_chr19_+_18054367_18054518	296;226;249;225;245;263	67;178;186;218;193;42	2.421;1.019;1.061;0.679;0.914;5.261	1;1;1;2;2;2	0.152;0.848
ENSG00000007080_exon_6_87_chr19_+_18054402_18054553	320;241;261;245;261;287	104;193;216;226;214;50	1.699;1.002;0.959;0.712;0.872;4.879	1;1;1;2;2;2	0.166;0.834
ENSG00000007080_exon_6_99_chr19_+_18054414_18054565	315;221;238;232;233;259	101;181;181;208;155;58	1.722;0.981;1.047;0.737;1.077;3.771	1;1;1;2;2;2	0.993;0.007
ENSG00000007202_exon_1_226_chr17_-_26941682_26941833	177;168;169;143;164;119	100;43;88;48;49;70	0.979;3.127;1.513;1.947;2.398;1.451	1;1;1;2;2;2	0.007;0.993
ENSG00000007202_exon_1_296_chr17_-_26941752_26941903	481;420;438;445;434;322	188;68;118;108;49;79	1.418;4.895;2.93;2.696;6.326;3.439	1;1;1;2;2;2	0.144;0.856
ENSG00000007202_exon_1_321_chr17_-_26941777_26941928	504;440;447;470;449;333	188;81;123;111;50;86	1.486;4.351;2.881;2.771;6.418;3.287	1;1;1;2;2;2	0.997;0.003
ENSG00000007202_exon_1_387_chr17_-_26941843_26941994	430;390;397;431;407;295	158;64;107;100;34;72	1.51;4.836;2.942;2.84;8.486;3.472	1;1;1;2;2;2	0.817;0.183
ENSG00000007202_exon_23_171_chr17_-_26961704_26961855	187;156;186;147;187;96	34;53;58;66;48;27	2.989;2.352;2.517;1.465;2.785;2.959	1;1;1;2;2;2	0.794;0.206
ENSG00000007202_exon_23_275_chr17_-_26961808_26961959	531;401;487;412;499;331	67;144;128;85;152;28	4.345;2.235;3.013;3.191;2.347;9.806	1;1;1;2;2;2	0.999;0.001
ENSG00000007202_exon_23_29_chr17_-_26961562_26961713	311;284;344;273;238;266	71;79;78;32;51;166	2.414;2.885;3.502;5.509;3.34;1.363	1;1;1;2;2;2	0.587;0.413
ENSG00000007202_exon_23_318_chr17_-_26961851_26962002	656;470;552;482;568;399	73;130;131;92;151;29	4.953;2.889;3.327;3.449;2.689;11.395	1;1;1;2;2;2	0.71;0.29
ENSG00000007202_exon_23_329_chr17_-_26961862_26962013	640;467;551;495;572;391	78;130;131;83;151;29	4.545;2.872;3.321;3.925;2.707;11.179	1;1;1;2;2;2	0.282;0.718
ENSG00000007202_exon_23_555_chr17_-_26962088_26962239	243;194;196;182;135;139	58;98;73;35;97;43	2.308;1.579;2.116;3.379;0.995;2.723	1;1;1;2;2;2	0.648;0.352
ENSG00000007202_exon_23_565_chr17_-_26962098_26962249	227;204;203;178;135;137	62;103;78;32;98;61	2.03;1.575;2.062;3.603;0.985;1.899	1;1;1;2;2;2	0.79;0.21
ENSG00000007202_exon_23_585_chr17_-_26962118_26962269	208;212;193;173;123;137	65;95;67;28;96;68	1.756;1.783;2.281;3.981;0.921;1.721	1;1;1;2;2;2	0.469;0.531
ENSG00000007202_exon_23_756_chr17_-_26962289_26962440	418;328;369;397;313;284	32;42;62;52;68;91	7.251;6.241;4.721;4.982;3.268;2.64	1;1;1;2;2;2	0.737;0.263
ENSG00000007202_exon_23_80_chr17_-_26961613_26961764	315;284;342;286;247;258	76;85;70;30;57;163	2.297;2.667;3.851;6.154;3.113;1.342	1;1;1;2;2;2	0.053;0.947
ENSG00000007202_exon_23_802_chr17_-_26962335_26962486	455;341;376;421;337;292	32;37;58;52;59;70	7.657;7.4;5.075;5.282;4.1;3.543	1;1;1;2;2;2	0.969;0.031
ENSG00000007202_exon_23_807_chr17_-_26962340_26962491	453;343;372;434;347;292	34;57;50;74;59;51	7.225;4.784;5.874;3.852;4.215;4.871	1;1;1;2;2;2	0.775;0.225
ENSG00000007202_exon_23_865_chr17_-_26962398_26962549	402;298;321;339;275;246	39;66;48;64;42;35	5.637;3.579;5.295;3.477;4.664;5.966	1;1;1;2;2;2	0.193;0.807
ENSG00000007202_exon_23_874_chr17_-_26962407_26962558	387;294;319;336;272;243	39;66;48;64;42;35	5.436;3.533;5.261;3.446;4.615;5.897	1;1;1;2;2;2	0.896;0.104
ENSG00000007202_exon_23_898_chr17_-_26962431_26962582	346;266;288;305;248;211	31;54;48;63;31;35	6.189;3.922;4.757;3.175;5.664;5.12	1;1;1;2;2;2	0.342;0.658
ENSG00000007372_exon_1_4702_chr11_-_31811040_31811191	513;395;439;461;311;405	112;73;124;82;105;103	2.542;4.344;2.81;3.698;2.119;3.336	1;1;1;2;2;2	0.954;0.046
ENSG00000007372_exon_1_4763_chr11_-_31811101_31811252	984;744;810;895;637;738	148;83;153;122;152;162	3.691;7.162;4.2;4.8;2.997;3.855	1;1;1;2;2;2	0.104;0.896
ENSG00000007372_exon_1_4772_chr11_-_31811110_31811261	985;747;812;898;639;744	148;83;153;122;152;162	3.696;7.189;4.21;4.816;3.005;3.885	1;1;1;2;2;2	0.597;0.403
ENSG00000007372_exon_1_4835_chr11_-_31811173_31811324	1893;1403;1419;1580;1166;1390	181;123;199;175;192;261	5.807;9.118;5.656;5.936;4.357;4.516	1;1;1;2;2;2	0.822;0.178
ENSG00000007372_exon_1_4859_chr11_-_31811197_31811348	3372;2879;2793;3186;2315;2676	277;291;418;423;293;471	6.754;7.931;5.308;4.962;5.661;4.827	1;1;1;2;2;2	0.323;0.677
ENSG00000007372_exon_1_4893_chr11_-_31811231_31811382	2973;2582;2457;2818;2073;2374	207;269;389;352;252;424	7.959;7.682;5.017;5.264;5.903;4.754	1;1;1;2;2;2	0.084;0.916
ENSG00000007372_exon_1_4899_chr11_-_31811237_31811388	2998;2661;2505;2898;2143;2450	214;270;410;352;260;428	7.745;7.887;4.848;5.413;5.917;4.857	1;1;1;2;2;2	0.461;0.539
ENSG00000007372_exon_1_4906_chr11_-_31811244_31811395	3188;3023;2810;3272;2467;2751	243;347;436;474;315;466	7.278;6.971;5.118;4.543;5.618;5.018	1;1;1;2;2;2	0.436;0.564
ENSG00000007372_exon_1_5005_chr11_-_31811343_31811494	3059;3102;2716;3129;2400;2719	424;598;758;623;447;712	4.004;4.154;2.844;3.309;3.852;3.247	1;1;1;2;2;2	0.248;0.752
ENSG00000007372_exon_1_5014_chr11_-_31811352_31811503	3094;3158;2750;3151;2437;2759	466;617;784;667;485;700	3.682;4.102;2.785;3.11;3.602;3.35	1;1;1;2;2;2	0.013;0.987
ENSG00000007372_exon_10_15_chr11_-_31831467_31831618	313;247;237;316;252;253	25;95;99;122;37;113	6.842;2.074;1.895;1.695;4.842;1.896	1;1;1;2;2;2	0.988;0.012
ENSG00000007372_exon_10_23_chr11_-_31831475_31831626	298;235;229;308;245;237	25;90;90;122;39;119	6.504;2.089;2.026;1.656;4.479;1.69	1;1;1;2;2;2	0.465;0.535
ENSG00000007372_exon_10_343_chr11_-_31831795_31831946	176;141;110;175;163;116	42;93;81;128;52;147	2.313;1.212;1.075;0.899;2.249;0.667	1;1;1;2;2;2	0.992;0.008
ENSG00000007372_exon_10_367_chr11_-_31831819_31831970	175;133;113;175;162;118	37;87;90;133;43;138	2.586;1.227;0.999;0.865;2.694;0.731	1;1;1;2;2;2	0.614;0.386
ENSG00000007372_exon_10_551_chr11_-_31832003_31832154	279;219;187;307;262;226	53;149;157;190;90;279	2.887;1.18;0.947;1.066;2.082;0.688	1;1;1;2;2;2	0.095;0.905
ENSG00000007372_exon_10_87_chr11_-_31831539_31831690	371;271;249;343;278;279	26;100;106;138;72;145	7.805;2.159;1.864;1.629;2.738;1.63	1;1;1;2;2;2	0.958;0.042
ENSG00000007372_exon_11_151_chr11_-_31832525_31832676	1232;916;953;1109;929;1015	357;334;446;316;518;414	1.915;2.198;1.694;2.312;1.288;2.086	1;1;1;2;2;2	0.625;0.375
ENSG00000007372_exon_11_24_chr11_-_31832398_31832549	2946;2317;2315;2644;2166;2547	904;992;982;896;1015;885	1.81;1.874;1.872;1.943;1.531;2.446	1;1;1;2;2;2	0.027;0.973
ENSG00000007372_exon_11_242_chr11_-_31832616_31832767	648;519;521;606;522;555	166;243;251;237;370;256	2.157;1.71;1.645;1.679;1.014;1.84	1;1;1;2;2;2	0.287;0.713
ENSG00000007372_exon_11_39_chr11_-_31832413_31832564	2943;2296;2324;2621;2146;2552	901;960;934;841;1017;891	1.813;1.918;1.976;2.053;1.514;2.433	1;1;1;2;2;2	0.368;0.632
ENSG00000007372_exon_11_553_chr11_-_31832927_31833078	492;362;368;433;333;367	121;168;129;104;166;141	2.249;1.721;2.257;2.745;1.439;2.206	1;1;1;2;2;2	1;0
ENSG00000007372_exon_11_573_chr11_-_31832947_31833098	503;367;371;443;338;379	121;174;137;91;166;141	2.299;1.686;2.151;3.208;1.46;2.28	1;1;1;2;2;2	0.989;0.011
ENSG00000007372_exon_11_63_chr11_-_31832437_31832588	2869;2249;2292;2557;2073;2484	900;886;918;803;1028;822	1.769;2.036;1.982;2.097;1.448;2.567	1;1;1;2;2;2	0.985;0.015
ENSG00000007372_exon_11_694_chr11_-_31833068_31833219	490;345;347;406;312;355	125;143;122;95;138;139	2.171;1.938;2.256;2.815;1.613;2.165	1;1;1;2;2;2	0.675;0.325
ENSG00000007372_exon_13_187_chr11_-_31834305_31834456	491;348;347;399;319;357	122;104;120;90;133;140	2.227;2.663;2.296;2.917;1.713;2.166	1;1;1;2;2;2	0.317;0.683
